*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Feb  6 2025 20:33:19
*************************************************
parsing config file: /home/wzz/Pythia/config/spp_dev2.ini

trace_0 /home/wzz/Pythia/traces/619.lbm_s-2676B.champsimtrace.xz
Core_0_L1D_wq_access 16237193
Core_0_L1D_wq_forward 406484
Core_0_L1D_wq_merged 109897
Core_0_L1D_wq_to_cache 16127296
Core_0_L1D_wq_full 238809

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 185389
Core_0_L1D_acc_level_0 185389
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 23832484
Core_0_L1I_total_hit 23832484
Core_0_L1I_total_miss 0
Core_0_L1I_loads 23832484
Core_0_L1I_load_hit 23832484
Core_0_L1I_load_miss 0
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency -nan

Core_0_L1I_rq_access 100000003
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 76167519
Core_0_L1I_rq_to_cache 23832484
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 185389
Core_0_L1I_acc_level_0 185389
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 9828129
Core_0_L2C_total_hit 5755270
Core_0_L2C_total_miss 4072859
Core_0_L2C_loads 787963
Core_0_L2C_load_hit 201491
Core_0_L2C_load_miss 586472
Core_0_L2C_RFOs 4411796
Core_0_L2C_RFO_hit 1127064
Core_0_L2C_RFO_miss 3284732
Core_0_L2C_prefetches 216567
Core_0_L2C_prefetch_hit 15137
Core_0_L2C_prefetch_miss 201430
Core_0_L2C_writebacks 4411803
Core_0_L2C_writeback_hit 4411578
Core_0_L2C_writeback_miss 225
Core_0_L2C_prefetch_requested 7905809
Core_0_L2C_prefetch_dropped 0
Core_0_L2C_prefetch_issued 7905809
Core_0_L2C_prefetch_filled 383744
Core_0_L2C_prefetch_useful 383738
Core_0_L2C_prefetch_useless 6
Core_0_L2C_prefetch_late 152700
Core_0_L2C_average_miss_latency 574.19357

Core_0_L2C_rq_access 5199767
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 5199767
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 4411803
Core_0_L2C_wq_forward 0
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 4411803
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 7905809
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 2935238
Core_0_L2C_pq_to_cache 4970571
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 185389
Core_0_L2C_acc_level_0 6696
Core_0_L2C_acc_level_1 9374
Core_0_L2C_acc_level_2 11107
Core_0_L2C_acc_level_3 12740
Core_0_L2C_acc_level_4 13769
Core_0_L2C_acc_level_5 14856
Core_0_L2C_acc_level_6 15582
Core_0_L2C_acc_level_7 16898
Core_0_L2C_acc_level_8 17874
Core_0_L2C_acc_level_9 66493

Core_0_LLC_total_access 8909864
Core_0_LLC_total_hit 4510484
Core_0_LLC_total_miss 4399380
Core_0_LLC_loads 437187
Core_0_LLC_load_hit 349575
Core_0_LLC_load_miss 87612
Core_0_LLC_RFOs 3284402
Core_0_LLC_RFO_hit 918241
Core_0_LLC_RFO_miss 2366161
Core_0_LLC_prefetches 1903892
Core_0_LLC_prefetch_hit 1203672
Core_0_LLC_prefetch_miss 700220
Core_0_LLC_writebacks 3284383
Core_0_LLC_writeback_hit 2038996
Core_0_LLC_writeback_miss 1245387
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 1117031
Core_0_LLC_prefetch_useful 580568
Core_0_LLC_prefetch_useless 532123
Core_0_LLC_prefetch_late 61725
Core_0_LLC_average_miss_latency 616.28166

Core_0_LLC_rq_access 3721927
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 3721597
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 3284383
Core_0_LLC_wq_forward 330
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 3284383
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 4605732
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 349957
Core_0_LLC_pq_to_cache 4255775
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 190151
Core_0_LLC_acc_level_0 2779
Core_0_LLC_acc_level_1 9440
Core_0_LLC_acc_level_2 15981
Core_0_LLC_acc_level_3 23567
Core_0_LLC_acc_level_4 29458
Core_0_LLC_acc_level_5 30430
Core_0_LLC_acc_level_6 22815
Core_0_LLC_acc_level_7 15539
Core_0_LLC_acc_level_8 10979
Core_0_LLC_acc_level_9 29163

Core_0_major_page_fault 0
Core_0_minor_page_fault 41216

spp.pref.total 7905809
spp.pref.at_L2 768042
spp.pref.at_LLC 7137767

spp.depth.max 11
spp.depth.min 0
spp.depth.avg 7

spp.breadth.max 2
spp.breadth.min 0
spp.breadth.avg 0

delta_1 1640752
delta_-1 1639972
delta_-2 1603206
delta_3 1596723
delta_4 1506349
delta_-63 14683
delta_2 11041

depth_1_delta_1 240073
depth_1_delta_-2 236163
depth_1_delta_-1 236044
depth_1_delta_4 232302
depth_1_delta_3 232210
depth_1_delta_-63 7343
depth_1_delta_2 33
depth_2_delta_1 240075
depth_2_delta_-1 236108
depth_2_delta_-2 236088
depth_2_delta_3 231944
depth_2_delta_4 228375
depth_2_delta_-63 7340
depth_2_delta_2 3672
depth_3_delta_-2 239729
depth_3_delta_3 235978
depth_3_delta_-1 235738
depth_3_delta_1 232334
depth_3_delta_4 220870
depth_3_delta_2 7336
depth_4_delta_-1 247103
depth_4_delta_1 232295
depth_4_delta_-2 228511
depth_4_delta_3 224403
depth_4_delta_4 216833
depth_5_delta_4 224393
depth_5_delta_1 224386
depth_5_delta_-2 224184
depth_5_delta_-1 224116
depth_5_delta_3 220407
depth_6_delta_-2 213448
depth_6_delta_1 212184
depth_6_delta_-1 212141
depth_6_delta_3 199697
depth_6_delta_4 175729
depth_7_delta_1 172587
depth_7_delta_3 158266
depth_7_delta_-1 155555
depth_7_delta_-2 141481
depth_7_delta_4 133947
depth_8_delta_3 81539
depth_8_delta_-1 77691
depth_8_delta_1 73550
depth_8_delta_-2 72106
depth_8_delta_4 63433
depth_9_delta_-1 15369
depth_9_delta_1 13180
depth_9_delta_3 12129
depth_9_delta_-2 11366
depth_9_delta_4 10127
depth_10_delta_4 340
depth_10_delta_3 150
depth_10_delta_-2 127
depth_10_delta_-1 107
depth_10_delta_1 88
depth_11_delta_-2 3

Channel_0_RQ_row_buffer_hit 257910
Channel_0_RQ_row_buffer_miss 2895766
Channel_0_WQ_row_buffer_hit 271551
Channel_0_WQ_row_buffer_miss 2093079
Channel_0_WQ_full 113
Channel_0_dbus_congested 3718062

avg_congested_cycle 11

DRAM_bw_pochs 760602
DRAM_bw_level_0 170829
DRAM_bw_level_1 315218
DRAM_bw_level_2 223709
DRAM_bw_level_3 50846
